AnimalID,SireID,DamID,Generation,FamilyID,TankID,SexID,Birthday,S2Date,M1Date,M1BW,M2Date,M2Age1,M2Age2,M2BW,M2BL
OXHMB17G0000620,MRTZD16B000M006,MRTZD16B000F006,G01,OXHMB17G0001061,P10,Female,5/10/2117,5/30/2117,7/14/2117,8.9,10/9/2117,152,132,134,84
OXHMB17G0101060,OXHMB16G000C601,OXHMB16G000E059,G01,OXHMB17G0100151,P10,Female,4/13/2117,5/2/2117,7/6/2117,14.7,10/9/2117,179,160,337,109
OXHMB17G0108449,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Female,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,324,105
OXHMB17G0110425,MRTZD16G000M071,MRTZD16G000F071,G01,OXHMB17G0100971,P10,Female,4/25/2117,5/16/2117,7/11/2117,15.1,10/9/2117,167,146,262,103
OXHMB17G0100917,OXHMB16G000A316,OXHMB16G000F439,G01,OXHMB17G0100131,P10,Female,4/13/2117,5/1/2117,7/6/2117,16,10/9/2117,179,161,336,110
OXHMB17G0102702,OXHMB16G000A116,OXHMB16G000E255,G01,OXHMB17G0100302,P10,Female,4/24/2117,5/18/2117,7/11/2117,13.7,10/9/2117,168,144,251,100
OXHMB17G0000348,MRTZD16B000M004,MRTZD16B000F004,G01,OXHMB17G0001041,P10,Female,5/10/2117,5/30/2117,7/14/2117,9.2,10/9/2117,152,132,283,103
OXHMB17G0100557,OXHMB16G000A414,OXHMB16G00X015,G01,OXHMB17G0100072,P10,Female,4/23/2117,5/15/2117,7/10/2117,17.3,10/9/2117,169,147,301,108
OXHMB17G0101130,OXHMB16G000F140,OXHMB16G00X244,G01,OXHMB17G0100171,P10,Female,5/3/2117,5/22/2117,7/12/2117,12.2,10/9/2117,159,140,315,107
OXHMB17G0109286,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P10,Female,4/12/2117,5/1/2117,7/6/2117,16.4,10/9/2117,180,161,364,112
OXHMB17G0103144,OXHMB16G000A765,OXHMB16G00X110,G01,OXHMB17G0100323,P10,Female,5/1/2117,5/23/2117,7/12/2117,13,10/9/2117,161,139,350,111
OXHMB17G0108724,MRTZD16G000M046,OXHMB16G00X093,G01,OXHMB17G0100821,P10,Female,4/13/2117,5/1/2117,7/6/2117,14.5,10/9/2117,179,161,225,96
OXHMB17G0100292,OXHMB16G000A072,OXHMB16G000B470,G01,OXHMB17G0100051,P10,Female,4/26/2117,5/16/2117,7/11/2117,14.7,10/9/2117,166,146,254,101
OXHMB17G0108557,MRTZD16G000M037,OXHMB16G000B682,G01,OXHMB17G0100802,P10,Female,4/23/2117,5/16/2117,7/10/2117,12.2,10/9/2117,169,146,306,103
OXHMB17G0106438,OXHMB16G000A763,OXHMB16G000B472,G01,OXHMB17G0100591,P10,Female,4/16/2117,5/7/2117,7/7/2117,16.4,10/9/2117,176,155,398,115
OXHMB17G0103991,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P10,Female,4/14/2117,5/1/2117,7/6/2117,15.7,10/9/2117,178,161,322,107
OXHMB17G0103357,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P10,Female,4/21/2117,5/11/2117,7/8/2117,14.5,10/9/2117,171,151,316,104
OXHMB17G0101849,OXHMB16G000C703,OXHMB16G00X008,G01,OXHMB17G0100242,P10,Female,5/6/2117,5/29/2117,7/13/2117,8.7,10/9/2117,156,133,322,105
OXHMB17G0000074,MRTZD16B000M001,MRTZD16B000F001,G01,OXHMB17G0001011,P10,Female,5/10/2117,5/29/2117,7/14/2117,9.5,10/9/2117,152,133,213,93
OXHMB17G0101850,OXHMB16G000C703,OXHMB16G00X008,G01,OXHMB17G0100242,P10,Female,5/6/2117,5/29/2117,7/13/2117,8.7,10/9/2117,156,133,221,95
OXHMB17G0106661,OXHMB16G000F075,OXHMB16G00X296,G01,OXHMB17G0100621,P10,Female,4/27/2117,5/17/2117,7/11/2117,16.6,10/9/2117,165,145,312,104
OXHMB17G0100857,OXHMB16G000F154,OXHMB16G00X523,G01,OXHMB17G0100121,P10,Female,5/4/2117,5/26/2117,7/13/2117,10.1,10/9/2117,158,136,175,89
OXHMB17G0101754,OXHMB16G000C612,OXHMB16G000B679,G01,OXHMB17G0100232,P10,Female,4/14/2117,5/2/2117,7/6/2117,17.4,10/9/2117,178,160,291,103
OXHMB17G0106374,OXHMB16G000A834,OXHMB16G000B649,G01,OXHMB17G0100581,P10,Female,5/4/2117,5/25/2117,7/12/2117,13,10/9/2117,158,137,300,105
OXHMB17G0103259,OXHMB16G000A728,OXHMB16G000E871,G01,OXHMB17G0100331,P10,Female,4/23/2117,5/14/2117,7/9/2117,15.3,10/9/2117,169,148,250,99
OXHMB17G0105440,OXHMB16G000A259,OXHMB16G000B443,G01,OXHMB17G0100491,P10,Female,5/3/2117,5/26/2117,7/13/2117,13.1,10/9/2117,159,136,224,97
OXHMB17G0105441,OXHMB16G000A259,OXHMB16G000B443,G01,OXHMB17G0100491,P10,Female,5/3/2117,5/26/2117,7/13/2117,13.1,10/9/2117,159,136,190,91
OXHMB17G0000621,MRTZD16B000M006,MRTZD16B000F006,G01,OXHMB17G0001061,P10,Female,5/10/2117,5/30/2117,7/14/2117,8.9,10/9/2117,152,132,154,88
OXHMB17G0000471,MRTZD16B000M005,MRTZD16B000F005,G01,OXHMB17G0001051,P10,Female,5/10/2117,5/30/2117,7/14/2117,7.7,10/9/2117,152,132,134,81
OXHMB17G0105744,OXHMB16G000F063,OXHMB16G000E752,G01,OXHMB17G0100522,P10,Female,4/21/2117,5/11/2117,7/9/2117,13.9,10/9/2117,171,151,283,103
OXHMB17G0109287,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P10,Female,4/12/2117,5/1/2117,7/6/2117,16.4,10/9/2117,180,161,388,114
OXHMB17G0101851,OXHMB16G000C703,OXHMB16G00X008,G01,OXHMB17G0100242,P10,Female,5/6/2117,5/29/2117,7/13/2117,8.7,10/9/2117,156,133,274,100
OXHMB17G0110107,MRTZD16G000M052,MRTZD16G000F052,G01,OXHMB17G0100933,P10,Female,4/30/2117,5/22/2117,7/12/2117,11.3,10/9/2117,162,140,259,100
OXHMB17G0104569,OXHMB16G000A805,OXHMB16G000E787,G01,OXHMB17G0100444,P10,Female,5/14/2117,6/2/2117,7/13/2117,7.1,10/9/2117,148,129,148,85
OXHMB17G0102454,OXHMB16G000A254,OXHMB16G000E260,G01,OXHMB17G0100291,P10,Female,4/24/2117,5/16/2117,7/10/2117,13.9,10/9/2117,168,146,333,108
OXHMB17G0110108,MRTZD16G000M052,MRTZD16G000F052,G01,OXHMB17G0100933,P10,Female,4/30/2117,5/22/2117,7/12/2117,11.3,10/9/2117,162,140,212,93
OXHMB17G0109617,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P10,Female,4/24/2117,5/15/2117,7/10/2117,15.4,10/9/2117,168,147,337,109
OXHMB17G0109983,OXHMB16G000A694,MRTZD16G000F047,G01,OXHMB17G0100922,P10,Female,4/18/2117,5/8/2117,7/7/2117,16,10/9/2117,174,154,243,101
OXHMB17G0000075,MRTZD16B000M001,MRTZD16B000F001,G01,OXHMB17G0001011,P10,Female,5/10/2117,5/29/2117,7/14/2117,9.5,10/9/2117,152,133,171,88
OXHMB17G0101309,OXHMB16G000A674,OXHMB16G000E604,G01,OXHMB17G0100183,P10,Female,5/12/2117,5/29/2117,7/13/2117,9.3,10/9/2117,150,133,162,88
OXHMB17G0106927,OXHMB16G000C842,OXHMB16G000E696,G01,OXHMB17G0100642,P10,Female,4/25/2117,5/16/2117,7/11/2117,13.7,10/9/2117,167,146,207,93
OXHMB17G0101221,OXHMB16G000A674,OXHMB16G000F424,G01,OXHMB17G0100182,P10,Female,5/5/2117,5/28/2117,7/13/2117,7.7,10/9/2117,157,134,304,106
OXHMB17G000B826,MRTZD16B000M009,MRTZD16B000F009,G01,OXHMB17G0001091,P10,Female,5/11/2117,5/31/2117,7/14/2117,10.7,10/9/2117,151,131,382,111
OXHMB17G010B734,OXHMB16G000C431,OXHMB16G000F584,G01,OXHMB17G0100361,P10,Female,4/24/2117,5/16/2117,7/6/2117,11,10/9/2117,168,146,415,115
OXHMB17G0107914,MRTZD16G000M012,OXHMB16G00X707,G01,OXHMB17G0100752,P10,Female,5/1/2117,5/22/2117,7/12/2117,14.4,10/9/2117,161,140,331,110
OXHMB17G0103358,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P10,Female,4/21/2117,5/11/2117,7/8/2117,14.5,10/9/2117,171,151,335,110
OXHMB17G010B559,OXHMB16G000A343,MRTZD16G000F026,G01,OXHMB17G0100881,P10,Female,4/18/2117,5/11/2117,7/8/2117,13.6,10/9/2117,174,151,411,116
OXHMB17G0109388,OXHMB16G000A300,MRTZD16G000F022,G01,OXHMB17G0100872,P10,Female,4/20/2117,5/11/2117,7/8/2117,15.9,10/9/2117,172,151,354,112
OXHMB17G0107915,MRTZD16G000M012,OXHMB16G00X707,G01,OXHMB17G0100752,P10,Female,5/1/2117,5/22/2117,7/12/2117,14.4,10/9/2117,161,140,398,112
OXHMB17G0109484,OXHMB16G000A343,MRTZD16G000F026,G01,OXHMB17G0100881,P10,Female,4/18/2117,5/11/2117,7/8/2117,13.6,10/9/2117,174,151,361,111
OXHMB17G0108806,OXHMB16G000A275,MRTZD16G000F001,G01,OXHMB17G0100831,P10,Female,4/20/2117,5/9/2117,7/8/2117,16.4,10/9/2117,172,153,430,117
OXHMB17G0108904,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P10,Female,4/21/2117,5/11/2117,7/9/2117,13.6,10/9/2117,171,151,354,109
OXHMB17G0101532,OXHMB16G000F297,OXHMB16G000E364,G01,OXHMB17G0100211,P10,Female,4/19/2117,5/9/2117,7/8/2117,15.2,10/9/2117,173,153,363,111
OXHMB17G010B222,OXHMB16G000A429,OXHMB16G000B101,G01,OXHMB17G0100111,P10,Female,4/27/2117,5/20/2117,7/11/2117,15.9,10/9/2117,165,142,415,112
OXHMB17G0102957,OXHMB16G000A765,OXHMB16G00X514,G01,OXHMB17G0100321,P10,Female,4/24/2117,5/15/2117,7/10/2117,15.5,10/9/2117,168,147,389,112
OXHMB17G010D895,MRTZD16G000M021,OXHMB16G000B013,G01,OXHMB17G0100771,P10,Female,4/14/2117,5/4/2117,7/6/2117,15.4,10/9/2117,178,158,416,115
OXHMB17G0110426,MRTZD16G000M071,MRTZD16G000F071,G01,OXHMB17G0100971,P10,Female,4/25/2117,5/16/2117,7/11/2117,15.1,10/9/2117,167,146,365,109
OXHMB17G0103260,OXHMB16G000A728,OXHMB16G000E871,G01,OXHMB17G0100331,P10,Female,4/23/2117,5/14/2117,7/9/2117,15.3,10/9/2117,169,148,319,107
OXHMB17G0105442,OXHMB16G000A259,OXHMB16G000B443,G01,OXHMB17G0100491,P10,Female,5/3/2117,5/26/2117,7/13/2117,13.1,10/9/2117,159,136,258,100
OXHMB17G0107654,MRTZD16G000M001,OXHMB16G00X112,G01,OXHMB17G0100731,P10,Female,4/25/2117,5/16/2117,7/11/2117,13.8,10/9/2117,167,146,276,97
OXHMB17G0105098,OXHMB16G000A488,OXHMB16G000B612,G01,OXHMB17G0100471,P10,Female,4/25/2117,5/16/2117,7/10/2117,11.7,10/9/2117,167,146,281,105
OXHMB17G0101533,OXHMB16G000F297,OXHMB16G000E364,G01,OXHMB17G0100211,P10,Female,4/19/2117,5/9/2117,7/8/2117,15.2,10/9/2117,173,153,365,110
OXHMB17G010D855,OXHMB16G000A783,OXHMB16G00X558,G01,OXHMB17G0100281,P10,Female,4/13/2117,5/1/2117,7/6/2117,14,10/9/2117,179,161,420,115
OXHMB17G0102070,OXHMB16G000A753,OXHMB16G000F504,G01,OXHMB17G0100252,P10,Female,4/24/2117,5/14/2117,7/9/2117,15.1,10/9/2117,168,148,205,92
OXHMB17G0000349,MRTZD16B000M004,MRTZD16B000F004,G01,OXHMB17G0001041,P10,Female,5/10/2117,5/30/2117,7/14/2117,9.2,10/9/2117,152,132,278,104
OXHMB17G010D802,MRTZD16G000M081,MRTZD16G000F081,G01,OXHMB17G0100991,P10,Female,4/20/2117,5/9/2117,7/8/2117,14.5,10/9/2117,172,153,443,118
OXHMB17G010D771,MRTZD16G000M021,OXHMB16G000B013,G01,OXHMB17G0100771,P10,Female,4/14/2117,5/4/2117,7/6/2117,15.4,10/9/2117,178,158,458,117
OXHMB17G0103992,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P10,Female,4/14/2117,5/1/2117,7/6/2117,15.7,10/9/2117,178,161,325,108
OXHMB17G0107809,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Female,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,388,113
OXHMB17G0109288,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P10,Female,4/12/2117,5/1/2117,7/6/2117,16.4,10/9/2117,180,161,455,117
OXHMB17G0106136,OXHMB16G000C751,OXHMB16G000B166,G01,OXHMB17G0100562,P10,Female,4/25/2117,5/18/2117,7/11/2117,14.7,10/9/2117,167,144,331,107
OXHMB17G010D760,OXHMB16G000C863,OXHMB16G000B274,G01,OXHMB17G0100661,P10,Female,4/24/2117,5/15/2117,7/10/2117,16.3,10/9/2117,168,147,420,115
OXHMB17G010D752,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P10,Female,4/21/2117,5/11/2117,7/8/2117,14.5,10/9/2117,171,151,423,114
OXHMB17G0109389,OXHMB16G000A300,MRTZD16G000F022,G01,OXHMB17G0100872,P10,Female,4/20/2117,5/11/2117,7/8/2117,15.9,10/9/2117,172,151,362,109
OXHMB17G0107916,MRTZD16G000M012,OXHMB16G00X707,G01,OXHMB17G0100752,P10,Female,5/1/2117,5/22/2117,7/12/2117,14.4,10/9/2117,161,140,348,111
OXHMB17G0110334,MRTZD16G000M062,MRTZD16G000F062,G01,OXHMB17G0100952,P10,Female,4/26/2117,5/17/2117,7/11/2117,13.8,10/9/2117,166,145,340,109
OXHMB17G010D728,MRTZD16G000M056,MRTZD16G000F056,G01,OXHMB17G0100941,P10,Female,4/18/2117,5/9/2117,7/8/2117,17.1,10/9/2117,174,153,424,113
OXHMB17G0108326,MRTZD16G000M031,OXHMB16G000B020,G01,OXHMB17G0100791,P10,Female,4/24/2117,5/16/2117,7/11/2117,15.3,10/9/2117,168,146,303,105
OXHMB17G0110427,MRTZD16G000M071,MRTZD16G000F071,G01,OXHMB17G0100971,P10,Female,4/25/2117,5/16/2117,7/11/2117,15.1,10/9/2117,167,146,361,112
OXHMB17G0110515,MRTZD16G000M076,MRTZD16G000F076,G01,OXHMB17G0100981,P10,Female,4/21/2117,5/14/2117,7/9/2117,17,10/9/2117,171,148,396,115
OXHMB17G0109289,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P10,Female,4/12/2117,5/1/2117,7/6/2117,16.4,10/9/2117,180,161,388,110
OXHMB17G0108009,MRTZD16G000M021,OXHMB16G000B013,G01,OXHMB17G0100771,P10,Female,4/14/2117,5/4/2117,7/6/2117,15.4,10/9/2117,178,158,314,104
OXHMB17G0108450,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Female,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,308,104
OXHMB17G0105210,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P10,Female,4/20/2117,5/11/2117,7/8/2117,17.1,10/9/2117,172,151,327,105
OXHMB17G0109081,OXHMB16G000C849,MRTZD16G000F012,G01,OXHMB17G0100852,P10,Female,4/20/2117,5/11/2117,7/8/2117,15.6,10/9/2117,172,151,308,104
OXHMB17G0109390,OXHMB16G000A300,MRTZD16G000F022,G01,OXHMB17G0100872,P10,Female,4/20/2117,5/11/2117,7/8/2117,15.9,10/9/2117,172,151,311,104
OXHMB17G010C368,MRTZD16G000M022,OXHMB16G000B238,G01,OXHMB17G0100772,P10,Female,4/19/2117,5/11/2117,7/8/2117,14.9,10/9/2117,173,151,400,115
OXHMB17G010C635,OXHMB16G000A783,OXHMB16G00X558,G01,OXHMB17G0100281,P10,Female,4/13/2117,5/1/2117,7/6/2117,14,10/9/2117,179,161,505,122
OXHMB17G0108725,MRTZD16G000M046,OXHMB16G00X093,G01,OXHMB17G0100821,P10,Female,4/13/2117,5/1/2117,7/6/2117,14.5,10/9/2117,179,161,357,113
OXHMB17G0109174,OXHMB16G000F334,MRTZD16G000F016,G01,OXHMB17G0100861,P10,Female,4/19/2117,5/11/2117,7/8/2117,13.3,10/9/2117,173,151,332,107
OXHMB17G0107312,OXHMB16G000A784,OXHMB16G000B021,G01,OXHMB17G0100691,P10,Female,4/19/2117,5/9/2117,7/8/2117,17.3,10/9/2117,173,153,380,112
OXHMB17G0109391,OXHMB16G000A300,MRTZD16G000F022,G01,OXHMB17G0100872,P10,Female,4/20/2117,5/11/2117,7/8/2117,15.9,10/9/2117,172,151,375,112
OXHMB17G0107033,OXHMB16G000C274,OXHMB16G000B555,G01,OXHMB17G0100652,P10,Female,4/23/2117,5/15/2117,7/10/2117,16.6,10/9/2117,169,147,369,111
OXHMB17G0101683,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P10,Female,4/12/2117,5/1/2117,7/6/2117,15.9,10/9/2117,180,161,364,109
OXHMB17G0103483,OXHMB16G000C004,OXHMB16G000E111,G01,OXHMB17G0100343,P10,Female,4/25/2117,5/16/2117,7/11/2117,14.8,10/9/2117,167,146,322,107
OXHMB17G0109290,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P10,Female,4/12/2117,5/1/2117,7/6/2117,16.4,10/9/2117,180,161,533,122
OXHMB17G0107810,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Female,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,321,104
OXHMB17G0109291,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P10,Female,4/12/2117,5/1/2117,7/6/2117,16.4,10/9/2117,180,161,338,109
OXHMB17G0109082,OXHMB16G000C849,MRTZD16G000F012,G01,OXHMB17G0100852,P10,Female,4/20/2117,5/11/2117,7/8/2117,15.6,10/9/2117,172,151,310,104
OXHMB17G0109485,OXHMB16G000A343,MRTZD16G000F026,G01,OXHMB17G0100881,P10,Female,4/18/2117,5/11/2117,7/8/2117,13.6,10/9/2117,174,151,280,104
OXHMB17G0110335,MRTZD16G000M062,MRTZD16G000F062,G01,OXHMB17G0100952,P10,Female,4/26/2117,5/17/2117,7/11/2117,13.8,10/9/2117,166,145,294,106
OXHMB17G0107811,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Female,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,360,111
OXHMB17G010C082,OXHMB16G000F132,OXHMB16G000F371,G01,OXHMB17G0100611,P10,Female,4/28/2117,5/20/2117,7/11/2117,12.8,10/9/2117,164,142,415,113
OXHMB17G010C684,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P10,Female,4/21/2117,5/11/2117,7/8/2117,14.5,10/9/2117,171,151,409,112
OXHMB17G0108451,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Female,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,362,107
OXHMB17G0108452,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Female,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,351,109
OXHMB17G0108905,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P10,Female,4/21/2117,5/11/2117,7/9/2117,13.6,10/9/2117,171,151,336,106
OXHMB17G010E078,OXHMB16G000C601,OXHMB16G000E059,G01,OXHMB17G0100151,P10,Female,4/13/2117,5/2/2117,7/6/2117,14.7,10/9/2117,179,160,513,124
OXHMB17G0107563,OXHMB16G000C011,OXHMB16G000B151,G01,OXHMB17G0100721,P10,Female,4/13/2117,5/2/2117,7/6/2117,16.5,10/9/2117,179,160,357,112
OXHMB17G010E109,OXHMB16G000F176,OXHMB16G000B718,G01,OXHMB17G0100382,P10,Female,4/15/2117,5/6/2117,7/7/2117,18.6,10/9/2117,177,156,477,124
OXHMB17G0101684,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P10,Female,4/12/2117,5/1/2117,7/6/2117,15.9,10/9/2117,180,161,372,109
OXHMB17G0108453,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Female,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,381,112
OXHMB17G010E186,MRTZD16G000M071,MRTZD16G000F071,G01,OXHMB17G0100971,P10,Female,4/25/2117,5/16/2117,7/11/2117,15.1,10/9/2117,167,146,408,114
OXHMB17G0103484,OXHMB16G000C004,OXHMB16G000E111,G01,OXHMB17G0100343,P10,Female,4/25/2117,5/16/2117,7/11/2117,14.8,10/9/2117,167,146,339,107
OXHMB17G0106573,OXHMB16G000F132,OXHMB16G00X149,G01,OXHMB17G0100613,P10,Female,5/3/2117,5/28/2117,7/13/2117,12,10/9/2117,159,134,316,104
OXHMB17G0109857,OXHMB16G000A694,MRTZD16G000F046,G01,OXHMB17G0100921,P10,Female,4/16/2117,5/6/2117,7/7/2117,14.8,10/9/2117,176,156,245,98
OXHMB17G0105745,OXHMB16G000F063,OXHMB16G000E752,G01,OXHMB17G0100522,P10,Female,4/21/2117,5/11/2117,7/9/2117,13.9,10/9/2117,171,151,297,102
OXHMB17G0102703,OXHMB16G000A116,OXHMB16G000E255,G01,OXHMB17G0100302,P10,Female,4/24/2117,5/18/2117,7/11/2117,13.7,10/9/2117,168,144,294,104
OXHMB17G0101755,OXHMB16G000C612,OXHMB16G000B679,G01,OXHMB17G0100232,P10,Female,4/14/2117,5/2/2117,7/6/2117,17.4,10/9/2117,178,160,469,123
OXHMB17G0101061,OXHMB16G000C601,OXHMB16G000E059,G01,OXHMB17G0100151,P10,Female,4/13/2117,5/2/2117,7/6/2117,14.7,10/9/2117,179,160,343,108
OXHMB17G0108906,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P10,Female,4/21/2117,5/11/2117,7/9/2117,13.6,10/9/2117,171,151,259,100
OXHMB17G010E373,MRTZD16G000M022,OXHMB16G000B238,G01,OXHMB17G0100772,P10,Female,4/19/2117,5/11/2117,7/8/2117,14.9,10/9/2117,173,151,430,114
OXHMB17G0102832,OXHMB16G000A116,OXHMB16G00X480,G01,OXHMB17G0100303,P10,Female,4/23/2117,5/14/2117,7/9/2117,13.7,10/9/2117,169,148,358,113
OXHMB17G0107812,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Female,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,316,107
OXHMB17G0103993,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P10,Female,4/14/2117,5/1/2117,7/6/2117,15.7,10/9/2117,178,161,330,109
OXHMB17G0106739,OXHMB16G000A411,OXHMB16G000E511,G01,OXHMB17G0100631,P10,Female,4/14/2117,5/5/2117,7/7/2117,19.4,10/9/2117,178,157,327,105
OXHMB17G0107813,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Female,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,300,105
OXHMB17G0104203,OXHMB16G000C514,OXHMB16G00X743,G01,OXHMB17G0100421,P10,Female,4/14/2117,5/4/2117,7/7/2117,12.8,10/9/2117,178,158,315,104
OXHMB17G0108327,MRTZD16G000M031,OXHMB16G000B020,G01,OXHMB17G0100791,P10,Female,4/24/2117,5/16/2117,7/11/2117,15.3,10/9/2117,168,146,250,96
OXHMB17G0103359,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P10,Female,4/21/2117,5/11/2117,7/8/2117,14.5,10/9/2117,171,151,321,107
OXHMB17G0109721,OXHMB16G000F314,MRTZD16G000F036,G01,OXHMB17G0100901,P10,Female,4/28/2117,5/20/2117,7/11/2117,13.5,10/9/2117,164,142,333,110
OXHMB17G0107814,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Female,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,264,103
OXHMB17G0108454,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Female,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,317,110
OXHMB17G0103994,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P10,Female,4/14/2117,5/1/2117,7/6/2117,15.7,10/9/2117,178,161,372,114
OXHMB17G0108455,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Female,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,330,109
OXHMB17G0110428,MRTZD16G000M071,MRTZD16G000F071,G01,OXHMB17G0100971,P10,Female,4/25/2117,5/16/2117,7/11/2117,15.1,10/9/2117,167,146,311,107
OXHMB17G0100739,OXHMB16G000A429,OXHMB16G000B101,G01,OXHMB17G0100111,P10,Female,4/27/2117,5/20/2117,7/11/2117,15.9,10/9/2117,165,142,277,104
OXHMB17G0103784,OXHMB16G000F176,OXHMB16G000B718,G01,OXHMB17G0100382,P10,Female,4/15/2117,5/6/2117,7/7/2117,18.6,10/9/2117,177,156,314,110
OXHMB17G0000235,MRTZD16B000M003,MRTZD16B000F003,G01,OXHMB17G0001031,P10,Female,5/10/2117,5/29/2117,7/14/2117,9.1,10/9/2117,152,133,272,100
OXHMB17G0107655,MRTZD16G000M001,OXHMB16G00X112,G01,OXHMB17G0100731,P10,Female,4/25/2117,5/16/2117,7/11/2117,13.8,10/9/2117,167,146,338,106
OXHMB17G0104887,OXHMB16G000F302,OXHMB16G000B783,G01,OXHMB17G0100461,P10,Female,4/14/2117,5/4/2117,7/7/2117,18.2,10/9/2117,178,158,399,115
OXHMB17G010E389,OXHMB16G000A275,MRTZD16G000F001,G01,OXHMB17G0100831,P10,Female,4/20/2117,5/9/2117,7/8/2117,16.4,10/9/2117,172,153,412,112
OXHMB17G0106740,OXHMB16G000A411,OXHMB16G000E511,G01,OXHMB17G0100631,P10,Female,4/14/2117,5/5/2117,7/7/2117,19.4,10/9/2117,178,157,330,107
OXHMB17G0105887,OXHMB16G000F324,OXHMB16G00X442,G01,OXHMB17G0100541,P10,Female,4/20/2117,5/11/2117,7/8/2117,16.3,10/9/2117,172,151,265,102
OXHMB17G0108983,OXHMB16G000C849,MRTZD16G000F011,G01,OXHMB17G0100851,P10,Female,4/18/2117,5/9/2117,7/8/2117,16.1,10/9/2117,174,153,218,96
OXHMB17G0107917,MRTZD16G000M012,OXHMB16G00X707,G01,OXHMB17G0100752,P10,Female,5/1/2117,5/22/2117,7/12/2117,14.4,10/9/2117,161,140,333,103
OXHMB17G0106137,OXHMB16G000C751,OXHMB16G000B166,G01,OXHMB17G0100562,P10,Female,4/25/2117,5/18/2117,7/11/2117,14.7,10/9/2117,167,144,214,88
OXHMB17G0000138,MRTZD16B000M002,MRTZD16B000F002,G01,OXHMB17G0001021,P10,Female,5/10/2117,5/29/2117,7/14/2117,8.7,10/9/2117,152,133,333,107
OXHMB17G0110336,MRTZD16G000M062,MRTZD16G000F062,G01,OXHMB17G0100952,P10,Female,4/26/2117,5/17/2117,7/11/2117,13.8,10/9/2117,166,145,263,99
